id,title,subTitle,url,modelNumber,colourVariations,image,priceData,ratingCount,rating,isPrimeAvailable,wishlistEligible
KK1153,Handball Spezial Shoes,Originals,https://www.adidas.com/us/handball-spezial-shoes/KK1153.html,BTP23,"['KK1153', 'BD7632', 'BD7633', 'DB3021', 'IF7086', 'IF7087', 'IG6191', 'IG6192', 'IH6506', 'IH6507', 'IH6508', 'IH6568', 'IH6569', 'IH6586', 'IH6588', 'IH6592', 'IH6594', 'IH6597', 'IH6598', 'IH6617', 'IH6618', 'IH9668', 'IH9672', 'IH9760', 'KH9051', 'KI8580', 'KI8685', 'KI8686', 'KI8687', 'KJ2399', 'KJ2401', 'KJ7413', 'KJ7414', 'KJ7415', 'KJ9876', 'KJ9883', 'KJ9884', 'KJ9956', 'KJ9957', 'KJ9958', 'KJ9962', 'KJ9963', 'KJ9964', 'KJ9968', 'KJ9969', 'KJ9974', 'KJ9975', 'KK2692', 'KK2693', 'KK2694', 'KK4232', 'KK4242', 'KK4860', 'KK4867', 'KZ6702', 'KZ6703', 'KZ6704', 'KZ6705', 'KZ6706', 'KZ6707', 'KZ6712']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/349ec8b3dbb84fc382bdd9bea4c316a3_9366/Handball_Spezial_Shoes_Brown_KK1153_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 110, 'valueNoVat': 110}], 'isSoldOut': False}",9789,4.8179,True,True
IF7087,Handball Spezial Shoes,Originals,https://www.adidas.com/us/handball-spezial-shoes/IF7087.html,BTP23,"['IF7087', 'BD7632', 'BD7633', 'DB3021', 'IF7086', 'IG6191', 'IG6192', 'IH6506', 'IH6507', 'IH6508', 'IH6568', 'IH6569', 'IH6586', 'IH6588', 'IH6592', 'IH6594', 'IH6597', 'IH6598', 'IH6617', 'IH6618', 'IH9668', 'IH9672', 'IH9760', 'KH9051', 'KI8580', 'KI8685', 'KI8686', 'KI8687', 'KJ2399', 'KJ2401', 'KJ7413', 'KJ7414', 'KJ7415', 'KJ9876', 'KJ9883', 'KJ9884', 'KJ9956', 'KJ9957', 'KJ9958', 'KJ9962', 'KJ9963', 'KJ9964', 'KJ9968', 'KJ9969', 'KJ9974', 'KJ9975', 'KK1153', 'KK2692', 'KK2693', 'KK2694', 'KK4232', 'KK4242', 'KK4860', 'KK4867', 'KZ6702', 'KZ6703', 'KZ6704', 'KZ6705', 'KZ6706', 'KZ6707', 'KZ6712']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/53168a510a5a421281007a794fc4a6f0_9366/Handball_Spezial_Shoes_Blue_IF7087_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 110, 'valueNoVat': 110}], 'isSoldOut': False}",9789,4.8179,True,True
KZ6712,HANDBALL SPEZIAL SHOES,Originals,https://www.adidas.com/us/handball-spezial-shoes/KZ6712.html,BTP23,"['KZ6712', 'BD7632', 'BD7633', 'DB3021', 'IF7086', 'IF7087', 'IG6191', 'IG6192', 'IH6506', 'IH6507', 'IH6508', 'IH6568', 'IH6569', 'IH6586', 'IH6588', 'IH6592', 'IH6594', 'IH6597', 'IH6598', 'IH6617', 'IH6618', 'IH9668', 'IH9672', 'IH9760', 'KH9051', 'KI8580', 'KI8685', 'KI8686', 'KI8687', 'KJ2399', 'KJ2401', 'KJ7413', 'KJ7414', 'KJ7415', 'KJ9876', 'KJ9883', 'KJ9884', 'KJ9956', 'KJ9957', 'KJ9958', 'KJ9962', 'KJ9963', 'KJ9964', 'KJ9968', 'KJ9969', 'KJ9974', 'KJ9975', 'KK1153', 'KK2692', 'KK2693', 'KK2694', 'KK4232', 'KK4242', 'KK4860', 'KK4867', 'KZ6702', 'KZ6703', 'KZ6704', 'KZ6705', 'KZ6706', 'KZ6707']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/7794b849062041d28f28136a49083db1_9366/HANDBALL_SPEZIAL_SHOES_White_KZ6712_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 110, 'valueNoVat': 110}], 'isSoldOut': False}",9789,4.8179,True,False
KI6235,ADIDAS ADIPURE SHIFT RUNNING SHOES,Performance,https://www.adidas.com/us/adidas-adipure-shift-running-shoes/KI6235.html,OPC66,"['KI6235', 'KI6241', 'KJ9400', 'KJ9402']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/38fb6f4feaa443399b87245e23594349_9366/ADIDAS_ADIPURE_SHIFT_RUNNING_SHOES_Blue_KI6235_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 80, 'valueNoVat': 80}], 'isSoldOut': False}",83,4.7711,,True
KZ7294,LARRY JUNE ADISTAR CONTROL 5 Shoes,Originals,https://www.adidas.com/us/larry-june-adistar-control-5-shoes/KZ7294.html,ORD05,[],"https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/37dc30f1e6334bda964354c3cb96b7f6_9366/LARRY_JUNE_ADISTAR_CONTROL_5_Shoes_Red_KZ7294_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 160, 'valueNoVat': 160}], 'isSoldOut': False}",-99,,,True
ID1481,Samba OG Shoes,Originals,https://www.adidas.com/us/samba-og-shoes/ID1481.html,SAMBAU2312,"['ID1481', 'B75806', 'B75807', 'HP3551', 'HQ4950', 'HQ4951', 'IE3438', 'IH4388', 'IH4389', 'IH6813', 'IH6815', 'IH6816', 'IH6827', 'IH6828', 'IH6829', 'JR0882', 'JR0910', 'JR0911', 'JS3832', 'KJ2382', 'KJ2788', 'KJ9995', 'KJ9997', 'KK2266', 'KK2267', 'KK2268', 'KK2272', 'KK2273', 'KK2274', 'KK2277', 'KK2278', 'KK2279', 'KK2280', 'KK2329', 'KK2330', 'KK2331', 'KK2332', 'KK2333', 'KK3271', 'KK3273', 'KK3274', 'KK3275', 'KZ6720', 'LA3984']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/ad55ee55e5a3426b9b394e7362c43210_9366/Samba_OG_Shoes_Brown_ID1481_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 100, 'valueNoVat': 100}], 'isSoldOut': False}",3269,4.8107,True,True
JR8058,Response Runner Shoes,Performance,https://www.adidas.com/us/response-runner-shoes/JR8058.html,NJG40,"['JR8058', 'IH6100', 'IH6102', 'IH6103', 'IH6106']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/4fde53776ca64e6f98209fd5ac4166d2_9366/Response_Runner_Shoes_Black_JR8058_HM1.jpg","{'prices': [{'type': 'sale', 'value': 45, 'valueNoVat': 45}, {'type': 'original', 'value': 50, 'valueNoVat': 50, 'discountPercentage': -10}], 'isSoldOut': False}",267,4.6368,True,True
B75807,Samba OG Shoes,Originals,https://www.adidas.com/us/samba-og-shoes/B75807.html,SAMBAU2312,"['B75807', 'B75806', 'HP3551', 'HQ4950', 'HQ4951', 'ID1481', 'IE3438', 'IH4388', 'IH4389', 'IH6813', 'IH6815', 'IH6816', 'IH6827', 'IH6828', 'IH6829', 'JR0882', 'JR0910', 'JR0911', 'JS3832', 'KJ2382', 'KJ2788', 'KJ9995', 'KJ9997', 'KK2266', 'KK2267', 'KK2268', 'KK2272', 'KK2273', 'KK2274', 'KK2277', 'KK2278', 'KK2279', 'KK2280', 'KK2329', 'KK2330', 'KK2331', 'KK2332', 'KK2333', 'KK3271', 'KK3273', 'KK3274', 'KK3275', 'KZ6720', 'LA3984']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/ee99b4b9bde74f30a933a8bf011911ae_9366/Samba_OG_Shoes_Black_B75807_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 100, 'valueNoVat': 100}], 'isSoldOut': False}",3269,4.8107,True,True
KI4803,Adizero EVO SL Shoes,Men Performance,https://www.adidas.com/us/adizero-evo-sl-shoes/KI4803.html,NRW94,"['KI4803', 'JH6206', 'JP7149', 'JR3419', 'JS4487', 'JS4494', 'JS4495', 'KH9575', 'KH9576', 'KH9578', 'KH9579', 'KH9604', 'KH9858', 'KI3381', 'KI3946', 'KI6923', 'KI9542', 'KI9873', 'KI9874', 'KJ1959', 'KJ8336', 'KJ9664']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/e6c17a136f904ba6818244d85aeeaebc_9366/Adizero_EVO_SL_Shoes_Beige_KI4803_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 150, 'valueNoVat': 150}], 'isSoldOut': False}",6528,4.7407,True,True
B75806,Samba OG Shoes,Originals,https://www.adidas.com/us/samba-og-shoes/B75806.html,SAMBAU2312,"['B75806', 'B75807', 'HP3551', 'HQ4950', 'HQ4951', 'ID1481', 'IE3438', 'IH4388', 'IH4389', 'IH6813', 'IH6815', 'IH6816', 'IH6827', 'IH6828', 'IH6829', 'JR0882', 'JR0910', 'JR0911', 'JS3832', 'KJ2382', 'KJ2788', 'KJ9995', 'KJ9997', 'KK2266', 'KK2267', 'KK2268', 'KK2272', 'KK2273', 'KK2274', 'KK2277', 'KK2278', 'KK2279', 'KK2280', 'KK2329', 'KK2330', 'KK2331', 'KK2332', 'KK2333', 'KK3271', 'KK3273', 'KK3274', 'KK3275', 'KZ6720', 'LA3984']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/9b983d5bc09a4d4aba39a8bf011869ba_9366/Samba_OG_Shoes_White_B75806_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 100, 'valueNoVat': 100}], 'isSoldOut': False}",3269,4.8107,True,True
JI2063,Gazelle Indoor Shoes,Originals,https://www.adidas.com/us/gazelle-indoor-shoes/JI2063.html,GAZU1223,"['JI2063', 'IH9640', 'IH9641', 'IH9650', 'IH9651', 'IH9654', 'IH9659', 'IH9660', 'IH9661', 'IH9665', 'IH9666', 'IH9675', 'IH9679', 'IH9680', 'JI2060', 'JI2061', 'JI2062']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/911ec048adc4471f938af50867c2ad85_9366/Gazelle_Indoor_Shoes_Red_JI2063_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 120, 'valueNoVat': 120}], 'isSoldOut': False}",947,4.8058,True,True
BD7633,Handball Spezial Shoes,Originals,https://www.adidas.com/us/handball-spezial-shoes/BD7633.html,BTP23,"['BD7633', 'BD7632', 'DB3021', 'IF7086', 'IF7087', 'IG6191', 'IG6192', 'IH6506', 'IH6507', 'IH6508', 'IH6568', 'IH6569', 'IH6586', 'IH6588', 'IH6592', 'IH6594', 'IH6597', 'IH6598', 'IH6617', 'IH6618', 'IH9668', 'IH9672', 'IH9760', 'KH9051', 'KI8580', 'KI8685', 'KI8686', 'KI8687', 'KJ2399', 'KJ2401', 'KJ7413', 'KJ7414', 'KJ7415', 'KJ9876', 'KJ9883', 'KJ9884', 'KJ9956', 'KJ9957', 'KJ9958', 'KJ9962', 'KJ9963', 'KJ9964', 'KJ9968', 'KJ9969', 'KJ9974', 'KJ9975', 'KK1153', 'KK2692', 'KK2693', 'KK2694', 'KK4232', 'KK4242', 'KK4860', 'KK4867', 'KZ6702', 'KZ6703', 'KZ6704', 'KZ6705', 'KZ6706', 'KZ6707', 'KZ6712']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/c7e877a1841c47559465a96d010f344a_9366/Handball_Spezial_Shoes_Blue_BD7633_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 110, 'valueNoVat': 110}], 'isSoldOut': False}",9789,4.8179,True,True
KZ6846,Adizero Pacer Shoes,Men Performance,https://www.adidas.com/us/adizero-pacer-shoes/KZ6846.html,ORB66,"['KZ6846', 'KZ6845', 'KZ6847', 'KZ6848', 'KZ6849', 'KZ6850', 'KZ6851']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/f44a907616344782b3dc714ace426751_9366/Adizero_Pacer_Shoes_White_KZ6846_HM1.jpg","{'prices': [{'type': 'original', 'value': 80, 'valueNoVat': 80}], 'isSoldOut': False}",88,4.5683,True,True
IF7086,Handball Spezial Shoes,Originals,https://www.adidas.com/us/handball-spezial-shoes/IF7086.html,BTP23,"['IF7086', 'BD7632', 'BD7633', 'DB3021', 'IF7087', 'IG6191', 'IG6192', 'IH6506', 'IH6507', 'IH6508', 'IH6568', 'IH6569', 'IH6586', 'IH6588', 'IH6592', 'IH6594', 'IH6597', 'IH6598', 'IH6617', 'IH6618', 'IH9668', 'IH9672', 'IH9760', 'KH9051', 'KI8580', 'KI8685', 'KI8686', 'KI8687', 'KJ2399', 'KJ2401', 'KJ7413', 'KJ7414', 'KJ7415', 'KJ9876', 'KJ9883', 'KJ9884', 'KJ9956', 'KJ9957', 'KJ9958', 'KJ9962', 'KJ9963', 'KJ9964', 'KJ9968', 'KJ9969', 'KJ9974', 'KJ9975', 'KK1153', 'KK2692', 'KK2693', 'KK2694', 'KK4232', 'KK4242', 'KK4860', 'KK4867', 'KZ6702', 'KZ6703', 'KZ6704', 'KZ6705', 'KZ6706', 'KZ6707', 'KZ6712']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/f6cad9d44a794cd7b2f843209e5647ef_9366/Handball_Spezial_Shoes_Grey_IF7086_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 110, 'valueNoVat': 110}], 'isSoldOut': False}",9789,4.8179,True,True
KH9579,Adizero EVO SL Shoes,Men Performance,https://www.adidas.com/us/adizero-evo-sl-shoes/KH9579.html,NRW94,"['KH9579', 'JH6206', 'JP7149', 'JR3419', 'JS4487', 'JS4494', 'JS4495', 'KH9575', 'KH9576', 'KH9578', 'KH9604', 'KH9858', 'KI3381', 'KI3946', 'KI4803', 'KI6923', 'KI9542', 'KI9873', 'KI9874', 'KJ1959', 'KJ8336', 'KJ9664']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/0c97ceb56501491ba959d60df505c131_9366/Adizero_EVO_SL_Shoes_Blue_KH9579_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 150, 'valueNoVat': 150}], 'isSoldOut': False}",6528,4.7407,True,True
KZ6707,Handball Spezial Shoes,Originals,https://www.adidas.com/us/handball-spezial-shoes/KZ6707.html,BTP23,"['KZ6707', 'BD7632', 'BD7633', 'DB3021', 'IF7086', 'IF7087', 'IG6191', 'IG6192', 'IH6506', 'IH6507', 'IH6508', 'IH6568', 'IH6569', 'IH6586', 'IH6588', 'IH6592', 'IH6594', 'IH6597', 'IH6598', 'IH6617', 'IH6618', 'IH9668', 'IH9672', 'IH9760', 'KH9051', 'KI8580', 'KI8685', 'KI8686', 'KI8687', 'KJ2399', 'KJ2401', 'KJ7413', 'KJ7414', 'KJ7415', 'KJ9876', 'KJ9883', 'KJ9884', 'KJ9956', 'KJ9957', 'KJ9958', 'KJ9962', 'KJ9963', 'KJ9964', 'KJ9968', 'KJ9969', 'KJ9974', 'KJ9975', 'KK1153', 'KK2692', 'KK2693', 'KK2694', 'KK4232', 'KK4242', 'KK4860', 'KK4867', 'KZ6702', 'KZ6703', 'KZ6704', 'KZ6705', 'KZ6706', 'KZ6712']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/de4384243988417491845e90bcedc317_9366/Handball_Spezial_Shoes_Black_KZ6707_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 110, 'valueNoVat': 110}], 'isSoldOut': False}",9789,4.8179,True,True
HQ8708,Campus 00s Shoes,Originals,https://www.adidas.com/us/campus-00s-shoes/HQ8708.html,CAMPUSU1223,"['HQ8708', 'H03471', 'H03472', 'H03474', 'HQ8707', 'ID1435', 'IH4093', 'IH6724', 'JQ8356', 'JQ8357', 'JR7287', 'JR8163', 'KI0930', 'KI0931', 'KI0932']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/2345cc874f884fc0a6a8af50010537fb_9366/Campus_00s_Shoes_Black_HQ8708_00_plp_standard.jpg","{'prices': [{'type': 'sale', 'value': 77, 'valueNoVat': 77}, {'type': 'original', 'value': 110, 'valueNoVat': 110, 'discountPercentage': -30}], 'isSoldOut': False}",1205,4.7859,True,True
KJ5073,LITE RACER ADAPT 8.0 WIDE SHOES,Men Sportswear,https://www.adidas.com/us/lite-racer-adapt-8.0-wide-shoes/KJ5073.html,OSK83,"['KJ5073', 'KJ5062', 'KJ5067', 'KJ5069', 'KJ5070', 'KJ5071', 'KJ5072', 'KJ5075']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/5048adac8fed4e95a08297bdb25e3d11_9366/LITE_RACER_ADAPT_8.0_WIDE_SHOES_White_KJ5073_00_plp_standard.jpg","{'prices': [{'type': 'sale', 'value': 49, 'valueNoVat': 49}, {'type': 'original', 'value': 70, 'valueNoVat': 70, 'discountPercentage': -30}], 'isSoldOut': False}",45,4.5333,True,True
KI4828,Adizero EVO SL Woven Running Shoes,Men Performance,https://www.adidas.com/us/adizero-evo-sl-woven-running-shoes/KI4828.html,OOS26,"['KI4828', 'JQ4440', 'JQ4441', 'JQ4442', 'JQ4443', 'JQ4527', 'JR1912', 'JR2022', 'JR2024', 'JR4728', 'KH9494', 'KI1451', 'KI1492', 'KI2822', 'KI4256', 'KI4263', 'KI4842', 'KI6926', 'KI8342', 'KJ1996', 'KJ2521', 'KK3673', 'KK3719']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/23df5a28e3d04c8588fe16800dda23ad_9366/Adizero_EVO_SL_Woven_Running_Shoes_Pink_KI4828_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 150, 'valueNoVat': 150}], 'isSoldOut': False}",462,4.7555,True,True
KJ2401,HANDBALL SPEZIAL SHOES,Originals,https://www.adidas.com/us/handball-spezial-shoes/KJ2401.html,BTP23,"['KJ2401', 'BD7632', 'BD7633', 'DB3021', 'IF7086', 'IF7087', 'IG6191', 'IG6192', 'IH6506', 'IH6507', 'IH6508', 'IH6568', 'IH6569', 'IH6586', 'IH6588', 'IH6592', 'IH6594', 'IH6597', 'IH6598', 'IH6617', 'IH6618', 'IH9668', 'IH9672', 'IH9760', 'KH9051', 'KI8580', 'KI8685', 'KI8686', 'KI8687', 'KJ2399', 'KJ7413', 'KJ7414', 'KJ7415', 'KJ9876', 'KJ9883', 'KJ9884', 'KJ9956', 'KJ9957', 'KJ9958', 'KJ9962', 'KJ9963', 'KJ9964', 'KJ9968', 'KJ9969', 'KJ9974', 'KJ9975', 'KK1153', 'KK2692', 'KK2693', 'KK2694', 'KK4232', 'KK4242', 'KK4860', 'KK4867', 'KZ6702', 'KZ6703', 'KZ6704', 'KZ6705', 'KZ6706', 'KZ6707', 'KZ6712']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/9360ea1133914a3cbd4f295046988991_9366/HANDBALL_SPEZIAL_SHOES_Beige_KJ2401_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 110, 'valueNoVat': 110}], 'isSoldOut': False}",9789,4.8179,True,True
KZ6703,Handball Spezial Shoes,Originals,https://www.adidas.com/us/handball-spezial-shoes/KZ6703.html,BTP23,"['KZ6703', 'BD7632', 'BD7633', 'DB3021', 'IF7086', 'IF7087', 'IG6191', 'IG6192', 'IH6506', 'IH6507', 'IH6508', 'IH6568', 'IH6569', 'IH6586', 'IH6588', 'IH6592', 'IH6594', 'IH6597', 'IH6598', 'IH6617', 'IH6618', 'IH9668', 'IH9672', 'IH9760', 'KH9051', 'KI8580', 'KI8685', 'KI8686', 'KI8687', 'KJ2399', 'KJ2401', 'KJ7413', 'KJ7414', 'KJ7415', 'KJ9876', 'KJ9883', 'KJ9884', 'KJ9956', 'KJ9957', 'KJ9958', 'KJ9962', 'KJ9963', 'KJ9964', 'KJ9968', 'KJ9969', 'KJ9974', 'KJ9975', 'KK1153', 'KK2692', 'KK2693', 'KK2694', 'KK4232', 'KK4242', 'KK4860', 'KK4867', 'KZ6702', 'KZ6704', 'KZ6705', 'KZ6706', 'KZ6707', 'KZ6712']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/1a24cbb3336d40cf8a0e66827614f2a1_9366/Handball_Spezial_Shoes_Beige_KZ6703_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 110, 'valueNoVat': 110}], 'isSoldOut': False}",9789,4.8179,True,True
DB3021,Handball Spezial Shoes,Originals,https://www.adidas.com/us/handball-spezial-shoes/DB3021.html,BTP23,"['DB3021', 'BD7632', 'BD7633', 'IF7086', 'IF7087', 'IG6191', 'IG6192', 'IH6506', 'IH6507', 'IH6508', 'IH6568', 'IH6569', 'IH6586', 'IH6588', 'IH6592', 'IH6594', 'IH6597', 'IH6598', 'IH6617', 'IH6618', 'IH9668', 'IH9672', 'IH9760', 'KH9051', 'KI8580', 'KI8685', 'KI8686', 'KI8687', 'KJ2399', 'KJ2401', 'KJ7413', 'KJ7414', 'KJ7415', 'KJ9876', 'KJ9883', 'KJ9884', 'KJ9956', 'KJ9957', 'KJ9958', 'KJ9962', 'KJ9963', 'KJ9964', 'KJ9968', 'KJ9969', 'KJ9974', 'KJ9975', 'KK1153', 'KK2692', 'KK2693', 'KK2694', 'KK4232', 'KK4242', 'KK4860', 'KK4867', 'KZ6702', 'KZ6703', 'KZ6704', 'KZ6705', 'KZ6706', 'KZ6707', 'KZ6712']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/6181237298a44c5fb07da96d0111461c_9366/Handball_Spezial_Shoes_Black_DB3021_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 110, 'valueNoVat': 110}], 'isSoldOut': False}",9789,4.8179,True,True
HQ8707,Campus 00s Shoes,Originals,https://www.adidas.com/us/campus-00s-shoes/HQ8707.html,CAMPUSU1223,"['HQ8707', 'H03471', 'H03472', 'H03474', 'HQ8708', 'ID1435', 'IH4093', 'IH6724', 'JQ8356', 'JQ8357', 'JR7287', 'JR8163', 'KI0930', 'KI0931', 'KI0932']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/b562097cb5f34542af86af500104b3cc_9366/Campus_00s_Shoes_Grey_HQ8707_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 110, 'valueNoVat': 110}], 'isSoldOut': False}",1205,4.7859,True,True
JH6206,Adizero EVO SL Shoes,Men Performance,https://www.adidas.com/us/adizero-evo-sl-shoes/JH6206.html,NRW94,"['JH6206', 'JP7149', 'JR3419', 'JS4487', 'JS4494', 'JS4495', 'KH9575', 'KH9576', 'KH9578', 'KH9579', 'KH9604', 'KH9858', 'KI3381', 'KI3946', 'KI4803', 'KI6923', 'KI9542', 'KI9873', 'KI9874', 'KJ1959', 'KJ8336', 'KJ9664']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/b40f570a26144541bd73e1ee967ce5b1_9366/Adizero_EVO_SL_Shoes_White_JH6206_HM1.jpg","{'prices': [{'type': 'original', 'value': 150, 'valueNoVat': 150}], 'isSoldOut': False}",6528,4.7407,True,True
KH9575,Adizero EVO SL Shoes,Men Performance,https://www.adidas.com/us/adizero-evo-sl-shoes/KH9575.html,NRW94,"['KH9575', 'JH6206', 'JP7149', 'JR3419', 'JS4487', 'JS4494', 'JS4495', 'KH9576', 'KH9578', 'KH9579', 'KH9604', 'KH9858', 'KI3381', 'KI3946', 'KI4803', 'KI6923', 'KI9542', 'KI9873', 'KI9874', 'KJ1959', 'KJ8336', 'KJ9664']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/dd95a97eed28402093c90d64de378e45_9366/Adizero_EVO_SL_Shoes_Grey_KH9575_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 150, 'valueNoVat': 150}], 'isSoldOut': False}",6528,4.7407,True,True
BD7632,Handball Spezial Shoes,Originals,https://www.adidas.com/us/handball-spezial-shoes/BD7632.html,BTP23,"['BD7632', 'BD7633', 'DB3021', 'IF7086', 'IF7087', 'IG6191', 'IG6192', 'IH6506', 'IH6507', 'IH6508', 'IH6568', 'IH6569', 'IH6586', 'IH6588', 'IH6592', 'IH6594', 'IH6597', 'IH6598', 'IH6617', 'IH6618', 'IH9668', 'IH9672', 'IH9760', 'KH9051', 'KI8580', 'KI8685', 'KI8686', 'KI8687', 'KJ2399', 'KJ2401', 'KJ7413', 'KJ7414', 'KJ7415', 'KJ9876', 'KJ9883', 'KJ9884', 'KJ9956', 'KJ9957', 'KJ9958', 'KJ9962', 'KJ9963', 'KJ9964', 'KJ9968', 'KJ9969', 'KJ9974', 'KJ9975', 'KK1153', 'KK2692', 'KK2693', 'KK2694', 'KK4232', 'KK4242', 'KK4860', 'KK4867', 'KZ6702', 'KZ6703', 'KZ6704', 'KZ6705', 'KZ6706', 'KZ6707', 'KZ6712']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/a461ae9dddf04457bfbca9760113ff7a_9366/Handball_Spezial_Shoes_Blue_BD7632_00_plp_standard.jpg","{'prices': [{'type': 'original', 'value': 110, 'valueNoVat': 110}], 'isSoldOut': False}",9789,4.8179,True,True
KZ6705,Handball Spezial Shoes,Originals,https://www.adidas.com/us/handball-spezial-shoes/KZ6705.html,BTP23,"['KZ6705', 'BD7632', 'BD7633', 'DB3021', 'IF7086', 'IF7087', 'IG6191', 'IG6192', 'IH6506', 'IH6507', 'IH6508', 'IH6568', 'IH6569', 'IH6586', 'IH6588', 'IH6592', 'IH6594', 'IH6597', 'IH6598', 'IH6617', 'IH6618', 'IH9668', 'IH9672', 'IH9760', 'KH9051', 'KI8580', 'KI8685', 'KI8686', 'KI8687', 'KJ2399', 'KJ2401', 'KJ7413', 'KJ7414', 'KJ7415', 'KJ9876', 'KJ9883', 'KJ9884', 'KJ9956', 'KJ9957', 'KJ9958', 'KJ9962', 'KJ9963', 'KJ9964', 'KJ9968', 'KJ9969', 'KJ9974', 'KJ9975', 'KK1153', 'KK2692', 'KK2693', 'KK2694', 'KK4232', 'KK4242', 'KK4860', 'KK4867', 'KZ6702', 'KZ6703', 'KZ6704', 'KZ6706', 'KZ6707', 'KZ6712']","https://assets.adidas.com/images/w_383,h_383,f_auto,q_auto,fl_lossy,c_fill,g_auto/52326dc3360a42bd8373cf158af46dcd_9366/Handball_Spezial_Shoes_Grey_KZ6705_HM1.jpg","{'prices': [{'type': 'original', 'value': 110, 'valueNoVat': 110}], 'isSoldOut': False}",9789,4.8179,True,True
